protein_accession	db_source	name	stringid	sym	geneid	fam
Q00975	SWISS-PROT	Voltage-gated N-type calcium channel alpha-1B subunit	ENSP00000360406	CACNA1B	774	IC
Q00987	SWISS-PROT	p53-binding protein Mdm-2	ENSP00000417281	MDM2	4193	Enzyme
Q01064	SWISS-PROT	Phosphodiesterase 1B	ENSP00000243052	PDE1B	5153	Enzyme
Q01094	SWISS-PROT	Transcription factor E2F1	ENSP00000345571	E2F1	1869	TF
Q01118	SWISS-PROT	Sodium channel protein type VII alpha subunit	ENSP00000386796	SCN7A	6332	IC
Q01432	SWISS-PROT	AMP deaminase 3	ENSP00000379802	AMPD3	272	Enzyme
Q01433	SWISS-PROT	AMP deaminase 2	ENSP00000256578	AMPD2	271	Enzyme
Q01469	SWISS-PROT	Fatty acid binding protein epidermal	ENSP00000297258	FABP5	2171	None
Q01650	SWISS-PROT	L-type amino acid transporter 1	ENSP00000261622	SLC7A5	8140	Transporter
Q01668	SWISS-PROT	Voltage-gated L-type calcium channel alpha-1D subunit	ENSP00000288139	CACNA1D	776	IC
Q01718	SWISS-PROT	Melanocortin receptor 2	ENSP00000333821	MC2R	4158	GPCR
Q01726	SWISS-PROT	Melanocortin receptor 1	ENSP00000451605	MC1R	4157	GPCR
Q01813	SWISS-PROT	Phosphofructokinase platelet type	ENSP00000370517	PFKP	5214	Kinase
Q01959	SWISS-PROT	Dopamine transporter	ENSP00000270349	SLC6A3	6531	Transporter
Q01970	SWISS-PROT	Phospholipase C-beta-3	ENSP00000279230	PLCB3	5331	Enzyme
Q02083	SWISS-PROT	N-acylsphingosine-amidohydrolase	ENSP00000286733	NAAA	27163	Enzyme
Q02108	SWISS-PROT	Guanylate cyclase soluble alpha-3 chain	ENSP00000296518	GUCY1A3	2982	Enzyme
Q02127	SWISS-PROT	Dihydroorotate dehydrogenase	ENSP00000219240	DHODH	1723	Enzyme
Q02153	SWISS-PROT	Guanylate cyclase soluble beta-1 chain	ENSP00000264424	GUCY1B3	2983	Enzyme
Q02156	SWISS-PROT	Protein kinase C epsilon	ENSP00000306124	PRKCE	5581	Kinase
Q02218	SWISS-PROT	Alpha-ketoglutarate dehydrogenase	ENSP00000222673	OGDH	4967	Enzyme
Q02224	SWISS-PROT	Centromere-associated protein E	ENSP00000265148	CENPE	1062	None
Q02241	SWISS-PROT	Kinesin-like protein KIF23	ENSP00000260363	KIF23	9493	None
Q02318	SWISS-PROT	Sterol 26-hydroxylase, mitochondrial	ENSP00000258415	CYP27A1	1593	Enzyme
Q02643	SWISS-PROT	Growth hormone-releasing hormone receptor	ENSP00000320180	GHRHR	2692	GPCR
Q02750	SWISS-PROT	Dual specificity mitogen-activated protein kinase kinase 1	ENSP00000302486	MAP2K1	5604	Kinase
Q02763	SWISS-PROT	Tyrosine-protein kinase TIE-2	ENSP00000369375	TEK	7010	Kinase
Q02779	SWISS-PROT	Mitogen-activated protein kinase kinase kinase 10	ENSP00000253055	MAP3K10	4294	Kinase
Q02790	SWISS-PROT	FK506 binding protein 4	ENSP00000001008	FKBP4	2288	Enzyme
Q02880	SWISS-PROT	DNA topoisomerase II beta	ENSP00000396704	TOP2B	7155	Enzyme
Q02928	SWISS-PROT	Cytochrome P450 4A11	ENSP00000311095	CYP4A11	1579	None
Q03013	SWISS-PROT	Glutathione S-transferase Mu 4 	ENSP00000358851	GSTM4	2948	Enzyme
Q03181	SWISS-PROT	Peroxisome proliferator-activated receptor delta	ENSP00000310928	PPARD	5467	NR
Q03405	SWISS-PROT	Urokinase plasminogen activator surface receptor	ENSP00000339328	PLAUR	5329	Enzyme
Q03431	SWISS-PROT	Parathyroid hormone receptor	ENSP00000321999	PTH1R	5745	GPCR
Q04206	SWISS-PROT	Nuclear factor NF-kappa-B p65 subunit	ENSP00000384273	RELA	5970	TF
Q04609	SWISS-PROT	Glutamate carboxypeptidase II	ENSP00000256999	FOLH1	2346	Enzyme
Q04759	SWISS-PROT	Protein kinase C theta	ENSP00000263125	PRKCQ	5588	Kinase
Q04760	SWISS-PROT	Glyoxalase I	ENSP00000362463	GLO1	2739	Enzyme
Q04771	SWISS-PROT	Activin receptor type-1	ENSP00000263640	ACVR1	90	Kinase
Q04828	SWISS-PROT	Aldo-keto reductase family 1 member C1	ENSP00000370254	AKR1C1	1645	Enzyme
Q04844	SWISS-PROT	Acetylcholine receptor protein epsilon chain 	ENSP00000293780	CHRNE	1145	IC
Q04912	SWISS-PROT	Macrophage-stimulating protein receptor	ENSP00000296474	MST1R	4486	Kinase
Q05193	SWISS-PROT	Dynamin-1 	ENSP00000362014	DNM1	1759	None
Q05209	SWISS-PROT	Protein-tyrosine phosphatase G1	ENSP00000248594	PTPN12	5782	Enzyme
Q05329	SWISS-PROT	Glutamate decarboxylase 65 kDa isoform 	ENSP00000259271	GAD2	2572	Enzyme
Q05397	SWISS-PROT	Focal adhesion kinase 1	ENSP00000341189	PTK2	5747	Kinase
Q05469	SWISS-PROT	Hormone sensitive lipase	ENSP00000244289	LIPE	3991	Enzyme
Q05513	SWISS-PROT	Protein kinase C zeta	ENSP00000367830	PRKCZ	5590	Kinase
Q05586	SWISS-PROT	Glutamate (NMDA) receptor subunit zeta 1	ENSP00000360608	GRIN1	2902	IC
Q05655	SWISS-PROT	Protein kinase C delta	ENSP00000331602	PRKCD	5580	Kinase
Q05823	SWISS-PROT	RNase L	ENSP00000356530	RNASEL	6041	Kinase
Q05901	SWISS-PROT	Neuronal acetylcholine receptor protein beta-3 subunit	ENSP00000289957	CHRNB3	1142	IC
Q05932	SWISS-PROT	Folylpoly-gamma-glutamate synthetase	ENSP00000362344	FPGS	2356	Enzyme
Q05940	SWISS-PROT	Synaptic vesicular amine transporter	ENSP00000298472	SLC18A2	6571	Transporter
Q06124	SWISS-PROT	Protein-tyrosine phosphatase 2C	ENSP00000340944	PTPN11	5781	Enzyme
Q06187	SWISS-PROT	Tyrosine-protein kinase BTK	ENSP00000308176	BTK	695	Kinase
Q06278	SWISS-PROT	Aldehyde oxidase 	ENSP00000363832	AOX1	316	Enzyme
Q06418	SWISS-PROT	Tyrosine-protein kinase receptor TYRO3	ENSP00000263798	TYRO3	7301	Kinase
Q06520	SWISS-PROT	Alcohol sulfotransferase	ENSP00000222002	SULT2A1	6822	Enzyme
Q06830	SWISS-PROT	Peroxiredoxin-1	ENSP00000262746	PRDX1	5052	None
Q07001	SWISS-PROT	Acetylcholine receptor protein delta chain 	ENSP00000258385	CHRND	1144	IC
Q07002	SWISS-PROT	Serine/threonine-protein kinase PCTAIRE-3	ENSP00000423665	CDK18	5129	Kinase
Q07075	SWISS-PROT	Aminopeptidase A	ENSP00000265162	ENPEP	2028	Enzyme
Q07343	SWISS-PROT	Phosphodiesterase 4B	ENSP00000332116	PDE4B	5142	Enzyme
Q07699	SWISS-PROT	Sodium channel beta-1 subunit	ENSP00000396915	SCN1B	6324	IC
Q07812	SWISS-PROT	Apoptosis regulator BAX	ENSP00000293288	BAX	581	None
Q07817	SWISS-PROT	Apoptosis regulator Bcl-X	ENSP00000302564	BCL2L1	598	None
Q07820	SWISS-PROT	Induced myeloid leukemia cell differentiation protein Mcl-1	ENSP00000358022	MCL1	4170	None
Q07869	SWISS-PROT	Peroxisome proliferator-activated receptor alpha	ENSP00000262735	PPARA	5465	NR
Q07912	SWISS-PROT	Tyrosine kinase non-receptor protein 2	ENSP00000371341	TNK2	10188	Kinase
Q07973	SWISS-PROT	Cytochrome P450 24A1	ENSP00000216862	CYP24A1	1591	Enzyme
Q08188	SWISS-PROT	Protein-glutamine glutamyltransferase E	ENSP00000370867	TGM3	7053	Enzyme
Q08209	SWISS-PROT	Serine/threonine protein phosphatase 2B catalytic subunit, alpha isoform	ENSP00000378323	PPP3CA	5530	Enzyme
Q08257	SWISS-PROT	Quinone oxidoreductase	ENSP00000339399	CRYZ	1429	Enzyme
Q08345	SWISS-PROT	Epithelial discoidin domain-containing receptor 1	None	DDR1	780	Kinase
Q08462	SWISS-PROT	Adenylate cyclase type II	ENSP00000342952	ADCY2	108	Enzyme
Q08493	SWISS-PROT	Phosphodiesterase 4C	ENSP00000347689	PDE4C	5143	Enzyme
Q08499	SWISS-PROT	Phosphodiesterase 4D	ENSP00000345502	PDE4D	5144	Enzyme
Q08828	SWISS-PROT	Brain adenylate cyclase 1	ENSP00000297323	ADCY1	107	Enzyme
Q08881	SWISS-PROT	Tyrosine-protein kinase ITK/TSK 	ENSP00000398655	ITK	3702	Kinase
Q09013	SWISS-PROT	Myotonin-protein kinase	ENSP00000345997	DMPK	1760	Kinase
Q09428	SWISS-PROT	Sulfonylurea receptor 1	ENSP00000374467	ABCC8	6833	Transporter
Q09470	SWISS-PROT	Voltage-gated potassium channel subunit Kv1.1	ENSP00000371985	KCNA1	3736	IC
Q09472	SWISS-PROT	Histone acetyltransferase p300	ENSP00000263253	EP300	2033	Epigenetic
Q11128	SWISS-PROT	Fucosyltransferase 5	ENSP00000252675	FUT5	2527	Enzyme
Q12778	SWISS-PROT	Forkhead box protein O1	ENSP00000368880	FOXO1	2308	TF
Q12791	SWISS-PROT	Large conductance calcium-activated potassium channel subfamily M alpha member 1 isoform b	ENSP00000385806	KCNMA1	3778	IC
Q12794	SWISS-PROT	Hyaluronidase-1	ENSP00000266031	HYAL1	3373	Enzyme
Q12809	SWISS-PROT	HERG	ENSP00000262186	KCNH2	3757	IC
Q12840	SWISS-PROT	Kinesin heavy chain isoform 5A	ENSP00000408979	KIF5A	3798	None
Q12851	SWISS-PROT	Mitogen-activated protein kinase kinase kinase kinase 2	ENSP00000294066	MAP4K2	5871	Kinase
Q12866	SWISS-PROT	Proto-oncogene tyrosine-protein kinase MER	ENSP00000295408	MERTK	10461	Kinase
Q12879	SWISS-PROT	Glutamate [NMDA] receptor subunit epsilon 1	ENSP00000332549	GRIN2A	2903	IC
Q12882	SWISS-PROT	Dihydropyrimidine dehydrogenase	ENSP00000359211	DPYD	1806	Enzyme
Q12884	SWISS-PROT	Fibroblast activation protein alpha	ENSP00000188790	FAP	2191	Enzyme
Q12891	SWISS-PROT	Hyaluronidase-2	ENSP00000350387	HYAL2	8692	Enzyme
Q12908	SWISS-PROT	Ileal bile acid transporter	ENSP00000245312	SLC10A2	6555	Transporter
Q12913	SWISS-PROT	Receptor-type tyrosine-protein phosphatase eta 	ENSP00000400010	PTPRJ	5795	Enzyme
Q12923	SWISS-PROT	Protein-tyrosine phosphatase 1E	ENSP00000394794	PTPN13	5783	Enzyme
Q12931	SWISS-PROT	Heat shock protein 75 kDa, mitochondrial	ENSP00000246957	TRAP1	10131	None
Q12974	SWISS-PROT	Protein tyrosine phosphatase type IVA 2	ENSP00000344909	PTP4A2	8073	Enzyme
Q13002	SWISS-PROT	Glutamate receptor ionotropic kainate 2	ENSP00000397026	GRIK2	2898	IC
Q13003	SWISS-PROT	Glutamate receptor ionotropic kainate 3	ENSP00000362183	GRIK3	2899	IC
Q13043	SWISS-PROT	Serine/threonine-protein kinase MST1	ENSP00000361892	STK4	6789	Kinase
Q13085	SWISS-PROT	Acetyl-CoA carboxylase 1	ENSP00000344789	ACACA	31	Enzyme
Q13093	SWISS-PROT	LDL-associated phospholipase A2	ENSP00000274793	PLA2G7	7941	Enzyme
Q13126	SWISS-PROT	S-methyl-5-thioadenosine phosphorylase	ENSP00000369519	MTAP	4507	Enzyme
Q13131	SWISS-PROT	AMP-activated protein kinase, alpha-1 subunit	ENSP00000346148	PRKAA1	5562	Kinase
Q13133	SWISS-PROT	LXR-alpha	ENSP00000387946	NR1H3	10062	NR
Q13153	SWISS-PROT	Serine/threonine-protein kinase PAK 1	ENSP00000278568	PAK1	5058	Kinase
Q13163	SWISS-PROT	Dual specificity mitogen-activated protein kinase kinase 5	ENSP00000178640	MAP2K5	5607	Kinase
Q13164	SWISS-PROT	Mitogen-activated protein kinase 7	ENSP00000311005	MAPK7	5598	Kinase
Q13177	SWISS-PROT	Serine/threonine-protein kinase PAK 2	ENSP00000314067	PAK2	5062	Kinase
Q13188	SWISS-PROT	Serine/threonine-protein kinase MST2	ENSP00000390500	STK3	6788	Kinase
Q13224	SWISS-PROT	Glutamate [NMDA] receptor subunit epsilon 2	ENSP00000279593	GRIN2B	2904	IC
Q13231	SWISS-PROT	Chitinase 1	ENSP00000356198	CHIT1	1118	Enzyme
Q13232	SWISS-PROT	Nucleoside diphosphate kinase 3	ENSP00000219302	NME3	4832	Kinase
Q13233	SWISS-PROT	Mitogen-activated protein kinase kinase kinase 1	ENSP00000382423	MAP3K1	4214	Kinase
Q13237	SWISS-PROT	cGMP-dependent protein kinase 2	ENSP00000264399	PRKG2	5593	Kinase
Q13255	SWISS-PROT	Metabotropic glutamate receptor 1	ENSP00000282753	GRM1	2911	GPCR
Q13258	SWISS-PROT	Prostanoid DP receptor	ENSP00000303424	PTGDR	5729	GPCR
Q13285	SWISS-PROT	Steroidogenic factor 1	ENSP00000362690	NR5A1	2516	NR
Q13304	SWISS-PROT	Uracil nucleotide/cysteinyl leukotriene receptor	ENSP00000272644	GPR17	2840	GPCR
Q13310	SWISS-PROT	Polyadenylate-binding protein 4	ENSP00000361949	PABPC4	8761	None
Q13315	SWISS-PROT	Serine-protein kinase ATM	ENSP00000278616	ATM	472	Kinase
Q13324	SWISS-PROT	Corticotropin releasing factor receptor 2	ENSP00000340943	CRHR2	1395	GPCR
Q13370	SWISS-PROT	Phosphodiesterase 3B	ENSP00000282096	PDE3B	5140	Enzyme
Q13393	SWISS-PROT	Phospholipase D1	ENSP00000342793	PLD1	5337	Enzyme
Q13395	SWISS-PROT	TAR RNA binding protein 1	ENSP00000040877	TARBP1	6894	Enzyme
Q13404	SWISS-PROT	Ubiquitin-conjugating enzyme E2 variant 1	ENSP00000340305	UBE2V1	7335	None
Q13418	SWISS-PROT	Serine/threonine-protein kinase ILK-1	ENSP00000299421	ILK	3611	Kinase
Q13443	SWISS-PROT	ADAM9	ENSP00000419446	ADAM9	8754	Enzyme
Q13464	SWISS-PROT	Rho-associated protein kinase 1 	ENSP00000382697	ROCK1	6093	Kinase
Q13469	SWISS-PROT	Nuclear factor of activated T-cells cytoplasmic 2	ENSP00000379330	NFATC2	4773	TF
Q13470	SWISS-PROT	Non-receptor tyrosine-protein kinase TNK1	ENSP00000312309	TNK1	8711	Kinase
Q13477	SWISS-PROT	Mucosal addressin cell adhesion molecule-1 	ENSP00000215637	MADCAM1	8174	None
Q13488	SWISS-PROT	Vacuolar ATP synthase catalytic subunit A, osteoclast isoform (V-ATPase A subunit 2) (Vacuolar proton pump alpha subunit 2) (V-ATPase 69 kDa subunit 2) (Isoform HO68) 	ENSP00000265686	TCIRG1	10312	Enzyme
Q13489	SWISS-PROT	Baculoviral IAP repeat-containing protein 3	ENSP00000263464	BIRC3	330	None
Q13490	SWISS-PROT	Baculoviral IAP repeat-containing protein 2	ENSP00000227758	BIRC2	329	None
Q13509	SWISS-PROT	Tubulin beta-3 chain	ENSP00000320295	TUBB3	10381	None
Q13510	SWISS-PROT	Acid ceramidase	ENSP00000371152	ASAH1	427	Enzyme
Q13526	SWISS-PROT	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1	ENSP00000247970	PIN1	5300	Enzyme
Q13535	SWISS-PROT	Serine-protein kinase ATR	ENSP00000343741	ATR	545	Kinase
Q13546	SWISS-PROT	Receptor-interacting serine/threonine-protein kinase 1	ENSP00000259808	RIPK1	8737	Kinase
Q13547	SWISS-PROT	Histone deacetylase 1	ENSP00000362649	HDAC1	3065	Epigenetic
Q13554	SWISS-PROT	CaM kinase II beta	ENSP00000379098	CAMK2B	816	Kinase
Q13555	SWISS-PROT	CaM kinase II gamma	ENSP00000319060	CAMK2G	818	Kinase
Q13557	SWISS-PROT	CaM kinase II delta	ENSP00000339740	CAMK2D	817	Kinase
Q13563	SWISS-PROT	Polycystin-2	ENSP00000237596	PKD2	5311	IC
Q13621	SWISS-PROT	Sodium-(potassium)-chloride cotransporter 2	ENSP00000370381	SLC12A1	6557	Transporter
Q13627	SWISS-PROT	Dual-specificity tyrosine-phosphorylation regulated kinase 1A	ENSP00000381932	DYRK1A	1859	Kinase
Q13639	SWISS-PROT	Serotonin 4 (5-HT4) receptor	ENSP00000353915	HTR4	3360	GPCR
Q13698	SWISS-PROT	Voltage-gated L-type calcium channel alpha-1S subunit	ENSP00000355192	CACNA1S	779	IC
Q13705	SWISS-PROT	Activin receptor type-2B	ENSP00000340361	ACVR2B	93	Kinase
Q13724	SWISS-PROT	Mannosyl-oligosaccharide glucosidase	ENSP00000233616	MOGS	7841	Enzyme
Q13733	SWISS-PROT	Sodium/potassium-transporting ATPase alpha-4 chain	ENSP00000357060	ATP1A4	480	Transporter
Q13748	SWISS-PROT	Tubulin alpha-2 chain	ENSP00000382982	TUBA3C	7278	None
Q13797	SWISS-PROT	Integrin alpha-9	ENSP00000264741	ITGA9	3680	None
Q13822	SWISS-PROT	Autotaxin	ENSP00000259486	ENPP2	5168	Enzyme
Q13873	SWISS-PROT	Bone morphogenetic protein receptor type-2	ENSP00000363708	BMPR2	659	Kinase
Q13882	SWISS-PROT	Tyrosine-protein kinase BRK	ENSP00000217185	PTK6	5753	Kinase
Q13936	SWISS-PROT	Voltage-gated L-type calcium channel alpha-1C subunit	ENSP00000266376	CACNA1C	775	IC
Q13946	SWISS-PROT	Phosphodiesterase 7A	ENSP00000385632	PDE7A	5150	Enzyme
Q13956	SWISS-PROT	Phosphodiesterase 6H	ENSP00000266395	PDE6H	5149	Enzyme
Q13972	SWISS-PROT	Ras-specific guanine nucleotide-releasing factor 1	ENSP00000405963	RASGRF1	5923	None
Q13976	SWISS-PROT	cGMP-dependent protein kinase 1 beta	ENSP00000363092	PRKG1	5592	Kinase
Q14012	SWISS-PROT	CaM kinase I alpha	ENSP00000256460	CAMK1	8536	Kinase
Q14117	SWISS-PROT	Dihydropyrimidinase	ENSP00000276651	DPYS	1807	Enzyme
Q14123	SWISS-PROT	Phosphodiesterase 1C	ENSP00000379496	PDE1C	5137	Enzyme
Q14164	SWISS-PROT	Inhibitor of nuclear factor kappa B kinase epsilon subunit	ENSP00000356087	IKBKE	9641	Kinase
Q14242	SWISS-PROT	P-selectin glycoprotein ligand 1	ENSP00000228463	SELPLG	6404	None
Q14289	SWISS-PROT	Protein tyrosine kinase 2 beta	ENSP00000332816	PTK2B	2185	Kinase
Q14376	SWISS-PROT	UDP-glucose 4-epimerase	ENSP00000363621	GALE	2582	Enzyme
Q14397	SWISS-PROT	Glucokinase regulatory protein	ENSP00000264717	GCKR	2646	Enzyme
Q14416	SWISS-PROT	Metabotropic glutamate receptor 2	ENSP00000378492	GRM2	2912	GPCR
Q14432	SWISS-PROT	Phosphodiesterase 3A	ENSP00000351957	PDE3A	5139	Enzyme
Q14524	SWISS-PROT	Sodium channel protein type V alpha subunit	ENSP00000328968	SCN5A	6331	IC
Q14534	SWISS-PROT	Squalene monooxygenase	ENSP00000265896	SQLE	6713	Enzyme
Q14558	SWISS-PROT	Phosphoribosyl pyrophosphate synthetase-associated protein 1	ENSP00000414624	PRPSAP1	5635	Enzyme
Q14571	SWISS-PROT	Inositol 1,4,5-trisphosphate receptor type 2	ENSP00000370744	ITPR2	3709	IC
Q14573	SWISS-PROT	Inositol 1,4,5-trisphosphate receptor type 3	ENSP00000363435	ITPR3	3710	IC
Q14626	SWISS-PROT	Interleukin 11 receptor alpha	ENSP00000326500	IL11RA	3590	None
Q14642	SWISS-PROT	Type I inositol-1,4,5-trisphosphate 5-phosphatase	ENSP00000357583	INPP5A	3632	Enzyme
Q14643	SWISS-PROT	Inositol 1,4,5-trisphosphate receptor type 1	ENSP00000306253	ITPR1	3708	IC
Q14654	SWISS-PROT	Potassium channel, inwardly rectifying, subfamily J, member 11	ENSP00000345708	KCNJ11	3767	IC
Q14680	SWISS-PROT	Maternal embryonic leucine zipper kinase	ENSP00000298048	MELK	9833	Kinase
Q14697	SWISS-PROT	Neutral alpha-glucosidase AB	ENSP00000340466	GANAB	23193	Enzyme
Q14703	SWISS-PROT	Membrane-bound transcription factor site-1 protease	ENSP00000344223	MBTPS1	8720	Enzyme
Q14722	SWISS-PROT	Voltage-gated potassium channel subunit beta-1	ENSP00000419952	KCNAB1	7881	IC
Q14761	SWISS-PROT	Protein tyrosine phosphatase receptor type C-associated protein	ENSP00000325589	PTPRCAP	5790	Enzyme
Q14790	SWISS-PROT	Caspase-8	ENSP00000351273	CASP8	841	Enzyme
Q14807	SWISS-PROT	Kinesin-like protein KIF22	ENSP00000160827	KIF22	3835	None
Q14831	SWISS-PROT	Metabotropic glutamate receptor 7	ENSP00000350348	GRM7	2917	GPCR
Q14832	SWISS-PROT	Metabotropic glutamate receptor 3	ENSP00000355316	GRM3	2913	GPCR
Q14833	SWISS-PROT	Metabotropic glutamate receptor 4	ENSP00000363296	GRM4	2914	GPCR
Q14940	SWISS-PROT	Sodium/hydrogen exchanger 5	ENSP00000299798	SLC9A5	6553	Transporter
Q14957	SWISS-PROT	Glutamate [NMDA] receptor subunit epsilon 3	ENSP00000293190	GRIN2C	2905	IC
Q14973	SWISS-PROT	Bile acid transporter	ENSP00000216540	SLC10A1	6554	Transporter
Q14994	SWISS-PROT	Nuclear receptor subfamily 1 group I member 3	ENSP00000356958	NR1I3	9970	NR
Q15004	SWISS-PROT	PCNA-associated factor	ENSP00000300035	PCLAF	9768	None
Q15046	SWISS-PROT	Lysyl-tRNA synthetase	ENSP00000325448	KARS	3735	Enzyme
Q15054	SWISS-PROT	DNA polymerase delta subunit 3	ENSP00000263681	POLD3	10714	Enzyme
Q15058	SWISS-PROT	Kinesin-like protein KIF14	ENSP00000356319	KIF14	9928	None
Q15077	SWISS-PROT	Pyrimidinergic receptor P2Y6	ENSP00000309771	P2RY6	5031	GPCR
Q15078	SWISS-PROT	Cyclin-dependent kinase 5 regulatory subunit 1	ENSP00000318486	CDK5R1	8851	Enzyme
Q15102	SWISS-PROT	Platelet-activating factor acetylhydrolase IB gamma subunit	ENSP00000262890	PAFAH1B3	5050	Enzyme
Q15111	SWISS-PROT	Phospholipase C-like 1	ENSP00000402861	PLCL1	5334	Enzyme
Q15118	SWISS-PROT	Pyruvate dehydrogenase kinase isoform 1	ENSP00000282077	PDK1	5163	Kinase
Q15119	SWISS-PROT	Pyruvate dehydrogenase kinase isoform 2	ENSP00000420927	PDK2	5164	Kinase
Q15120	SWISS-PROT	Pyruvate dehydrogenase kinase isoform 3	ENSP00000387536	PDK3	5165	Kinase
Q15125	SWISS-PROT	3-beta-hydroxysteroid-delta(8),delta(7)-isomerase	ENSP00000417052	EBP	10682	Enzyme
Q15139	SWISS-PROT	Protein kinase C mu	ENSP00000333568	PRKD1	5587	Kinase
Q15147	SWISS-PROT	Phospholipase C-beta-4	ENSP00000334105	PLCB4	5332	Enzyme
Q15172	SWISS-PROT	Serine/threonine protein phosphatase 2A, 56 kDa regulatory subunit, alpha isoform	ENSP00000261461	PPP2R5A	5525	Enzyme
Q15208	SWISS-PROT	Serine/threonine-protein kinase 38	ENSP00000229812	STK38	11329	Kinase
Q15257	SWISS-PROT	Protein phosphatase 2A regulatory subunit B'	ENSP00000351885	PTPA	5524	Enzyme
Q15303	SWISS-PROT	Receptor protein-tyrosine kinase erbB-4	ENSP00000342235	ERBB4	2066	Kinase
Q15349	SWISS-PROT	Ribosomal protein S6 kinase alpha 2	ENSP00000427015	RPS6KA2	6196	Kinase
Q15375	SWISS-PROT	Ephrin type-A receptor 7	ENSP00000358309	EPHA7	2045	Kinase
Q15391	SWISS-PROT	Purinergic receptor P2Y14	ENSP00000308361	P2RY14	9934	GPCR
Q15413	SWISS-PROT	Ryanodine receptor 3	ENSP00000373884	RYR3	6263	IC
Q15418	SWISS-PROT	Ribosomal protein S6 kinase alpha 1	ENSP00000435412	RPS6KA1	6195	Kinase
Q15465	SWISS-PROT	Sonic hedgehog protein	ENSP00000297261	SHH	6469	None
Q15466	SWISS-PROT	Nuclear receptor subfamily 0 group B member 2	ENSP00000254227	NR0B2	8431	NR
Q15569	SWISS-PROT	Dual specificity testis-specific protein kinase 1	ENSP00000338127	TESK1	7016	Kinase
Q15633	SWISS-PROT	TAR RNA binding protein 2	ENSP00000266987	TARBP2	6895	None
Q15653	SWISS-PROT	NF-kappaB inhibitor beta	ENSP00000312988	NFKBIB	4793	None
Q15661	SWISS-PROT	Tryptase beta-1	ENSP00000343577	TPSAB1	7177	Enzyme
Q15722	SWISS-PROT	Leukotriene B4 receptor 1	ENSP00000307445	LTB4R	1241	GPCR
Q15746	SWISS-PROT	Myosin light chain kinase, smooth muscle	ENSP00000353452	MYLK	4638	Kinase
Q15750	SWISS-PROT	Mitogen-activated protein kinase kinase kinase 7-interacting protein 1	ENSP00000216160	TAB1	10454	Kinase
Q15759	SWISS-PROT	MAP kinase p38 beta	ENSP00000333685	MAPK11	5600	Kinase
Q15761	SWISS-PROT	Neuropeptide Y receptor type 5	ENSP00000339377	NPY5R	4889	GPCR
Q15819	SWISS-PROT	Ubiquitin-conjugating enzyme E2 variant 2	ENSP00000428209	UBE2V2	7336	None
Q15822	SWISS-PROT	Neuronal acetylcholine receptor protein alpha-2 subunit	ENSP00000385026	CHRNA2	1135	IC
Q15825	SWISS-PROT	Neuronal acetylcholine receptor protein alpha-6 subunit	ENSP00000276410	CHRNA6	8973	IC
Q15831	SWISS-PROT	Serine/threonine-protein kinase 11	ENSP00000324856	STK11	6794	Kinase
Q15835	SWISS-PROT	Rhodopsin kinase	ENSP00000334876	GRK1	6011	Kinase
Q15842	SWISS-PROT	Potassium channel, inwardly rectifying, subfamily J, member 8	ENSP00000240662	KCNJ8	3764	IC
Q15858	SWISS-PROT	Sodium channel protein type IX alpha subunit	ENSP00000386306	SCN9A	6335	IC
Q15904	SWISS-PROT	Vacuolar ATP synthase subunit S1 precursor	ENSP00000358777	ATP6AP1	537	Enzyme
Q16099	SWISS-PROT	Glutamate receptor ionotropic kainate 4	ENSP00000404063	GRIK4	2900	IC
Q16236	SWISS-PROT	Nuclear factor erythroid 2-related factor 2	ENSP00000380252	NFE2L2	4780	TF
Q16288	SWISS-PROT	NT-3 growth factor receptor	ENSP00000354207	NTRK3	4916	Kinase
Q16445	SWISS-PROT	GABA receptor alpha-6 subunit	ENSP00000274545	GABRA6	2559	IC
Q16478	SWISS-PROT	Glutamate receptor ionotropic kainate 5	ENSP00000262895	GRIK5	2901	IC
Q16512	SWISS-PROT	Protein kinase N1	ENSP00000343325	PKN1	5585	Kinase
Q16513	SWISS-PROT	Protein kinase N2	ENSP00000359552	PKN2	5586	Kinase
Q16539	SWISS-PROT	MAP kinase p38 alpha	ENSP00000229794	MAPK14	1432	Kinase
Q16548	SWISS-PROT	Bcl-2-related protein A1	ENSP00000267953	BCL2A1	597	None
Q16549	SWISS-PROT	Subtilisin/kexin type 7	ENSP00000325917	PCSK7	9159	Enzyme
Q16558	SWISS-PROT	Large conductance calcium-activated potassium channel subfamily M beta member 1	ENSP00000274629	KCNMB1	3779	IC
Q16566	SWISS-PROT	CaM kinase IV	ENSP00000282356	CAMK4	814	Kinase
Q16572	SWISS-PROT	Vesicular acetylcholine transporter	ENSP00000363229	SLC18A3	6572	Transporter
Q16581	SWISS-PROT	C3a anaphylatoxin chemotactic receptor	ENSP00000302079	C3AR1	719	GPCR
Q16584	SWISS-PROT	Mitogen-activated protein kinase kinase kinase 11	ENSP00000309597	MAP3K11	4296	Kinase
Q16602	SWISS-PROT	Calcitonin gene-related peptide type 1 receptor	ENSP00000376177	CALCRL	10203	GPCR
Q16611	SWISS-PROT	Bcl-2 homologous antagonist/killer	ENSP00000353878	BAK1	578	None
Q16620	SWISS-PROT	Neurotrophic tyrosine kinase receptor type 2	ENSP00000277120	NTRK2	4915	Kinase
