ID	Disease_ID	Disorder_name	gene	Gene_symbols	OMIM_ID	Chromosome	Class	OMIM_Disease_ID
1866	1004	Methylmalonic aciduria, vitamin B12-responsive, 251100 (3)	MMAA	MMAA	607481	4q31.1-q31.2	Metabolic	251100
1867	1004	Methylmalonic aciduria, vitamin B12-responsive, due to defect in synthesis of adenosylcobalamin, cblB complementation type, 251110 (3)	MMAB	MMAB	607568	12q24	Metabolic	251110
1868	1005	Mevalonicaciduria (3)	MVK	MVK, MVLK	251170	12q24	Metabolic	
1869	1006	MHC class II deficiency, complementation group B, 209920 (3)	RFXANK	RFXANK	603200	19p12	Immunological	209920
1870	1007	Microcephaly, Amish type, 607196 (3)	SLC25A19	SLC25A19, DNC, MUP1, MCPHA	606521	17q25.3	Neurological	607196
1871	1007	Microcephaly, autosomal recessive 1, 251200 (3)	MCPH1	MCPH1	607117	8p23	Neurological	251200
1872	1007	Microcephaly, primary autosomal recessive, 3, 604804 (3)	CDK5RAP2	CDK5RAP2, KIAA1633, MCPH3	608201	9q33.3	Neurological	604804
1873	1007	Microcephaly, primary autosomal recessive, 5, 608716 (3)	ASPM	ASPM, MCPH5	605481	1q31	Neurological	608716
1874	1007	Microcephaly, primary autosomal recessive, 6, 608393 (3)	CEMPJ	CEMPJ, CPAP, MCPH6	609279	13q12.2	Neurological	608393
1875	1009	Microcoria-congenital nephrosis syndrome, 609049 (3)	LAMB2	LAMB2, LAMS	150325	3p21	Ophthamological	609049
1876	1011	Micropenis (3)	LHCGR	LHCGR	152790	2p21	Renal	
1877	1012	Microphthalmia, cataracts, and iris abnormalities (3)	CHX10	CHX10, HOX10	142993	14q24.3	Ophthamological	
1878	1012	Microphthalmia, SIX6-related (3)	SIX6	SIX6	606326	14q23	Ophthamological	
1879	1012	Microphthalmia with associated anomalies 2, 300412 (3)	BCOR	BCOR, KIAA1575, MAA2, ANOP2	300485	Xp11.4	Ophthamological	300412
1880	1013	Migraine, familial hemiplegic, 2, 602481 (3)	ATP1A2	ATP1A2, FHM2, MHP2	182340	1q21-q23	Neurological	602481
1881	1013	Migraine, resistance to, 157300 (3)	EDNRA	EDNRA	131243	4q31.2	Neurological	157300
1882	1013	Migraine, susceptibility to, 157300 (3)	ESR1	ESR1, ESR	133430	6q25.1	Neurological	157300
1883	1013	Migraine without aura, susceptibility to, 157300 (3)	TNF	TNF, TNFA	191160	6p21.3	Neurological	157300
1884	1014	Miller-Dieker lissencephaly, 247200 (3)	YWHAE	YWHAE, MDCR, MDS	605066	17p13.3	multiple	247200
1885	1016	Mitochondrial complex I deficiency, 252010 (3)	NDUFS1	NDUFS1	157655	2q33-q34	multiple	252010
1886	1016	Mitochondrial complex I deficiency, 252010 (3)	NDUFS2	NDUFS2	602985	1q23	multiple	252010
1887	1016	Mitochondrial complex I deficiency, 252010 (3)	NDUFS4	NDUFS4, AQDQ	602694	5q11.1	multiple	252010
1888	1016	Mitochondrial complex I deficiency, 252010 (3)	NDUFV1	NDUFV1, UQOR1	161015	11q13	multiple	252010
1889	1016	Mitochondrial complex III deficiency, 124000 (3)	BCS1L	BCS1L, FLNMS, GRACILE	603647	2q33	multiple	124000
1890	1016	Mitochondrial complex III deficiency, 124000 (3)	UQCRB	UQCRB, UQBP, QPC	191330	8q22	multiple	124000
1891	3016	Mitochondrial DNA depletion myopathy, 251880 (3)	TK2	TK2	188250	16q22	Muscular	251880
1892	5016	Mitochondrial DNA depletion syndrome, 251880 (3)	SUCLA2	SUCLA2	603921	13q12.2-q13	multiple	251880
1893	5016	Mitochondrial DNA-depletion syndrome, hepatocerebral form, 251880 (3)	DGUOK	DGUOK, DGK	601465	2p13	multiple	251880
1894	7016	Mitochondrial myopathy and sideroblastic anemia, 600462 (3)	PUS1	PUS1, MLASA	608109	12q24.33	multiple	600462
1895	1016	Mitochondrial respiratory chain complex II deficiency, 252011 (3)	SDHA	SDHA, SDH2, SDHF	600857	5p15	multiple	252011
1896	1018	Miyoshi myopathy, 254130 (3)	DYSF	DYSF, LGMD2B	603009	2p13.3-p13.1	Muscular	254130
1897	1020	MODY5 with nephron agenesis (3)	TCF2	TCF2, HNF2	189907	17cen-q21.3	Endocrine	
1898	1020	MODY5 with non-diabetic renal disease and Mullerian aplasia (3)	TCF2	TCF2, HNF2	189907	17cen-q21.3	Endocrine	
1899	1020	MODY, one form, 125850 (3)	INS	INS	176730	11p15.5	Endocrine	125850
1900	1020	MODY, type I, 125850 (3)	HNF4A	HNF4A, TCF14, MODY1	600281	20q12-q13.1	Endocrine	125850
1901	1020	MODY, type II, 125851 (3)	GCK	GCK	138079	7p15-p13	Endocrine	125851
1902	1020	MODY, type III, 600496 (3)	TCF1	TCF1, HNF1A, MODY3	142410	12q24.2	Endocrine	600496
1903	1020	MODY, type IV (3)	IPF1	IPF1	600733	13q12.1	Endocrine	
1904	1020	MODY, type V, 604284 (3)	TCF2	TCF2, HNF2	189907	17cen-q21.3	Endocrine	604284
1905	1022	Mohr-Tranebjaerg syndrome, 304700 (3)	TIMM8A	TIMM8A, DFN1, DDP, MTS, DDP1	300356	Xq22	Neurological	304700
1906	1023	Molybdenum cofactor deficiency, type A, 252150 (3)	MOCS1	MOCS1, MOCOD	603707	6p21.3	Metabolic	252150
1907	1023	Molybdenum cofactor deficiency, type B, 252150 (3)	MOCS2	MOCS2, MPTS	603708	5q11	Metabolic	252150
1908	1023	Molybdenum cofactor deficiency, type C, 252150 (3)	GPH	GPH, KIAA1385, GEPH	603930	14q24	Metabolic	252150
1909	1024	Monilethrix, 158000 (3)	KRTHB1	KRTHB1, HB1	602153	12q13	Dermatological	158000
1910	1024	Monilethrix, 158000 (3)	KRTHB6	KRTHB6, HB6	601928	12q13	Dermatological	158000
1911	1026	Morning glory disc anomaly (3)	PAX6	PAX6, AN2, MGDA	607108	11p13	Skeletal	
1912	1028	Mowat-Wilson syndrome, 235730 (3)	ZFHX1B	ZFHX1B, SMADIP1, SIP1	605802	2q22	Developmental	235730
1913	1029	Moyamoya disease 3 (3)	MYMY3	MYMY3	608796	8q24	Neurological	3
1914	1030	Muckle-Wells syndrome, 191900 (3)	CIAS1	CIAS1, C1orf7, FCU, FCAS	606416	1q44	multiple	191900
1915	1031	Mucoepidermoid salivary gland carcinoma (3)	MAML2	MAML2, MAM3	607537	11q21	Cancer	
1916	1031	Mucoepidermoid salivary gland carcinoma (3)	MECT1	MECT1, KIAA0616	607536	19p13	Cancer	
1917	1032	Mucolipidosis IIIA, 252600 (3)	GNPTAB	GNPTAB, GNPTA	607840	4q21-q23	Metabolic	252600
1918	1032	Mucolipidosis IIIC, 252605 (3)	GNPTAG	GNPTAG	607838	16p	Metabolic	252605
1919	1032	Mucolipidosis IV, 252650 (3)	MCOLN1	MCOLN1, ML4	605248	19p13.3-p13.2	Metabolic	252650
1920	1033	Mucopolysaccharidosis Ih, 607014 (3)	IDUA	IDUA, IDA	252800	4p16.3	Metabolic	607014
1921	1033	Mucopolysaccharidosis Ih/s, 607015 (3)	IDUA	IDUA, IDA	252800	4p16.3	Metabolic	607015
1922	1033	Mucopolysaccharidosis II (3)	IDS	IDS, MPS2, SIDS	309900	Xq28	Metabolic	
1923	1033	Mucopolysaccharidosis Is, 607016 (3)	IDUA	IDUA, IDA	252800	4p16.3	Metabolic	607016
1924	1033	Mucopolysaccharidosis IVA (3)	GALNS	GALNS, MPS4A	253000	16q24.3	Metabolic	
1925	1033	Mucopolysaccharidosis IVB (3)	GLB1	GLB1	230500	3p21.33	Metabolic	
1926	1033	Mucopolysaccharidosis type IIID, 252940 (3)	GNS	GNS, G6S	607664	12q14	Metabolic	252940
1927	1033	Mucopolysaccharidosis type IX, 601492 (3)	HYAL1	HYAL1	607071	3p21.3-p21.2	Metabolic	601492
1928	1033	Mucopolysaccharidosis VII (3)	GUSB	GUSB, MPS7	253220	7q21.11	Metabolic	
1929	1034	Muenke syndrome, 602849 (3)	FGFR3	FGFR3, ACH	134934	4p16.3	Skeletal	602849
1930	1035	Muir-Torre syndrome, 158320 (3)	MLH1	MLH1, COCA2, HNPCC2	120436	3p21.3	Cancer	158320
1931	1035	Muir-Torre syndrome, 158320 (3)	MSH2	MSH2, COCA1, FCC1, HNPCC1	609309	2p22-p21	Cancer	158320
1932	1036	Mulibrey nanism, 253250 (3)	TRIM37	TRIM37, MUL, KIAA0898	605073	17q22-q23	multiple	253250
1933	3037	Multiple cutaneous and uterine leiomyomata, 150800 (3)	FH	FH	136850	1q42.1	Cancer	150800
1934	1037	Multiple endocrine neoplasia I (3)	MEN1	MEN1	131100	11q13	Cancer	
1935	1037	Multiple endocrine neoplasia IIA, 171400 (3)	RET	RET, MEN2A	164761	10q11.2	Cancer	171400
1936	1037	Multiple endocrine neoplasia IIB, 162300 (3)	RET	RET, MEN2A	164761	10q11.2	Cancer	162300
1937	5037	Multiple malignancy syndrome (3)	TP53	TP53, P53, LFS1	191170	17p13.1	Cancer	
1938	9037	Multiple myeloma (3)	IRF4	IRF4, LSIRF	601900	6p25-p23	Cancer	
1939	9037	Multiple myeloma, resistance to, 254500 (3)	LIG4	LIG4	601837	13q22-q34	Cancer	254500
1940	9038	Multiple sclerosis, susceptibility to, 126200 (3)	MHC2TA	MHC2TA, C2TA	600005	16p13	Neurological	126200
1941	9038	Multiple sclerosis, susceptibility to, 126200 (3)	PTPRC	PTPRC, CD45, LCA	151460	1q31-q32	Neurological	126200
1942	9039	Multiple sulfatase deficiency, 272200 (3)	SUMF1	SUMF1, FGE	607939	3p26	Metabolic	272200
1943	1038	Muscle-eye-brain disease, 253280 (3)	POMGNT1	POMGNT1, MEB	606822	1p34-p33	multiple	253280
1944	1039	Muscle glycogenosis (3)	PHKA1	PHKA1	311870	Xq13	Muscular	
1945	1039	Muscle hypertrophy (3)	GDF8	GDF8, MSTN	601788	2q32.2	Muscular	
1946	1040	Muscular dystrophy, congenital, 1C (3)	FKRP	FKRP, MDC1C, LGMD2I	606596	19q13.3	Muscular	
1947	1040	Muscular dystrophy, congenital, due to partial LAMA2 deficiency, 607855 (3)	LAMA2	LAMA2, LAMM	156225	6q22-q23	Muscular	607855
1948	1040	Muscular dystrophy, congenital merosin-deficient, 607855 (3)	LAMA2	LAMA2, LAMM	156225	6q22-q23	Muscular	607855
1949	1040	Muscular dystrophy, congenital, type 1D, 608840 (3)	LARGE	LARGE, KIAA0609, MDC1D	603590	22q12.3-q13.1	Muscular	608840
1950	1040	Muscular dystrophy, Fukuyama congenital, 253800 (3)	FCMD	FCMD	607440	9q31	Muscular	253800
1951	1040	Muscular dystrophy, limb-girdle, type 1A, 159000 (3)	TTID	TTID, MYOT	604103	5q31	Muscular	159000
1952	1040	Muscular dystrophy, limb-girdle, type 2A, 253600 (3)	CAPN3	CAPN3, CANP3	114240	15q15.1-q21.1	Muscular	253600
1953	1040	Muscular dystrophy, limb-girdle, type 2B, 253601 (3)	DYSF	DYSF, LGMD2B	603009	2p13.3-p13.1	Muscular	253601
1954	1040	Muscular dystrophy, limb-girdle, type 2C, 253700 (3)	SGCG	SGCG, LGMD2C, DMDA1, SCG3	608896	13q12	Muscular	253700
1955	1040	Muscular dystrophy, limb-girdle, type 2D, 608099 (3)	SGCA	SGCA, ADL, DAG2, LGMD2D, DMDA2	600119	17q12-q21.33	Muscular	608099
1956	1040	Muscular dystrophy, limb-girdle, type 2E, 604286 (3)	SGCB	SGCB, LGMD2E	600900	4q12	Muscular	604286
1957	1040	Muscular dystrophy, limb-girdle, type 2F, 601287 (3)	SGCD	SGCD, SGD, LGMD2F, CMD1L	601411	5q33	Muscular	601287
1958	1040	Muscular dystrophy, limb-girdle, type 2G, 601954 (3)	TCAP	TCAP, LGMD2G, CMD1N	604488	17q12	Muscular	601954
1959	1040	Muscular dystrophy, limb-girdle, type 2H, 254110 (3)	TRIM32	TRIM32, HT2A, LGMD2H	602290	9q31-q34.1	Muscular	254110
1960	1040	Muscular dystrophy, limb-girdle, type 2I, 607155 (3)	FKRP	FKRP, MDC1C, LGMD2I	606596	19q13.3	Muscular	607155
1961	1040	Muscular dystrophy, limb-girdle, type 2J, 608807 (3)	TTN	TTN, CMD1G, TMD, LGMD2J	188840	2q24.3	Muscular	608807
1962	1040	Muscular dystrophy, limb-girdle, type 2K, 609308 (3)	POMT1	POMT1	607423	9q34.1	Muscular	609308
1963	1040	Muscular dystrophy, limb-girdle, type IC, 607801 (3)	CAV3	CAV3, LGMD1C	601253	3p25	Muscular	607801
1964	1040	Muscular dystrophy, rigid spine, 1, 602771 (3)	SEPN1	SEPN1, SELN, RSMD1	606210	1p36-p35	Muscular	602771
1965	1040	Muscular dystrophy with epidermolysis bullosa simplex, 226670 (3)	PLEC1	PLEC1, PLTN, EBS1	601282	8q24	Muscular	226670
1966	1041	Myasthenia, familial infantile, 1, 605809 (3)	CMS1A1	CMS1A1, FIM1	605809	17p13	Muscular	605809
1967	1042	Myasthenic syndrome (3)	SCN4A	SCN4A, HYPP, NAC1A	603967	17q23.1-q25.3	Muscular	
1968	1042	Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency, 608931 (3)	CHRNB1	CHRNB1, ACHRB, SCCMS, CMS2A, CMS1D	100710	17p12-p11	Muscular	608931
1969	1042	Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency, 608931 (3)	CHRNE	CHRNE, SCCMS, CMS2A, FCCMS, CMS1E, CMS1D	100725	17p13-p12	Muscular	608931
1970	1042	Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency, 608931 (3)	RAPSN	RAPSN, CMS1D, CMS1E	601592	11p11.2-p11.1	Muscular	608931
1971	1042	Myasthenic syndrome, congenital, associated with episodic apnea, 254210 (3)	CHAT	CHAT, CMS1A2	118490	10q11.2	Muscular	254210
1972	1042	Myasthenic syndrome, congenital, associated with facial dysmorphism and acetylcholine receptor deficiency, 608931 (3)	RAPSN	RAPSN, CMS1D, CMS1E	601592	11p11.2-p11.1	Muscular	608931
1973	1042	Myasthenic syndrome, fast-channel congenital, 608930 (3)	CHRNA1	CHRNA1, ACHRD, CMS2A, SCCMS, FCCMS	100690	2q24-q32	Muscular	608930
1974	1042	Myasthenic syndrome, fast-channel congenital, 608930 (3)	CHRND	CHRND, ACHRD, SCCMS, CMS2A, FCCMS	100720	2q33-q34	Muscular	608930
1975	1042	Myasthenic syndrome, fast-channel congenital, 608930 (3)	CHRNE	CHRNE, SCCMS, CMS2A, FCCMS, CMS1E, CMS1D	100725	17p13-p12	Muscular	608930
1976	1042	Myasthenic syndrome, slow-channel congenital, 601462 (3)	CHRNA1	CHRNA1, ACHRD, CMS2A, SCCMS, FCCMS	100690	2q24-q32	Muscular	601462
1977	1042	Myasthenic syndrome, slow-channel congenital, 601462 (3)	CHRNB1	CHRNB1, ACHRB, SCCMS, CMS2A, CMS1D	100710	17p12-p11	Muscular	601462
1978	1042	Myasthenic syndrome, slow-channel congenital, 601462 (3)	CHRND	CHRND, ACHRD, SCCMS, CMS2A, FCCMS	100720	2q33-q34	Muscular	601462
1979	1042	Myasthenic syndrome, slow-channel congenital, 601462 (3)	CHRNE	CHRNE, SCCMS, CMS2A, FCCMS, CMS1E, CMS1D	100725	17p13-p12	Muscular	601462
1980	1043	Mycobacterial and salmonella infections, susceptibility to, 209950 (3)	IL12RB1	IL12RB1	601604	19p13.1	Immunological	209950
1981	1043	Mycobacterial infection, atypical, familial disseminated, 209950 (3)	IFNGR1	IFNGR1	107470	6q23-q24	Immunological	209950
1982	1043	Mycobacterial infection, atypical, familial disseminated, 209950 (3)	IFNGR2	IFNGR2, IFNGT1, IFGR2	147569	21q22.1-q22.2	Immunological	209950
1983	1043	Mycobacterial infection, atypical, familial disseminated, 209950 (3)	STAT1	STAT1	600555	2q32.2-q32.3	Immunological	209950
1984	1043	Mycobacterium tuberculosis, suceptibility to infection by, 607948 (3)	NRAMP1	NRAMP1, NRAMP	600266	2q35	Immunological	607948
1985	1045	Myelodysplasia syndrome-1 (3)	MDS1	MDS1	600049	3q26	Muscular	
1986	1045	Myelodysplastic syndrome (3)	FACL6	FACL6, ACS2	604443	5q31	Muscular	
1987	1045	Myelodysplastic syndrome, preleukemic (3)	IRF1	IRF1, MAR	147575	5q31.1	Muscular	
1988	1046	Myelofibrosis, idiopathic, 254450 (3)	JAK2	JAK2	147796	9p24	Hematological	254450
1989	1047	Myelogenous leukemia, acute (3)	FACL6	FACL6, ACS2	604443	5q31	Cancer	
1990	1047	Myelogenous leukemia, acute (3)	IRF1	IRF1, MAR	147575	5q31.1	Cancer	
1991	1047	Myeloid leukemia, acute, M4Eo subtype (3)	CBFB	CBFB	121360	16q22	Cancer	
1992	1047	Myeloid malignancy, predisposition to (3)	CSF1R	CSF1R, FMS	164770	5q33.2-q33.3	Cancer	
1993	1049	Myelokathexis, isolated (3)	CXCR4	CXCR4, D2S201E, NPY3R, WHIM	162643	2q21	Immunological	
1994	1050	Myelomonocytic leukemia, chronic (3)	PDGFRB	PDGFRB, PDGFR	173410	5q31-q32	Cancer	
1995	1051	Myeloperoxidase deficiency, 254600 (3)	MPO	MPO	606989	17q23.1	Immunological	254600
1996	1052	Myeloproliferative disorder with eosinophilia, 131440 (3)	PDGFRB	PDGFRB, PDGFR	173410	5q31-q32	Cancer	131440
1997	1053	Myoadenylate deaminase deficiency (3)	AMPD1	AMPD1	102770	1p21-p13	Muscular	
1998	1054	Myocardial infarction, decreased susceptibility to (3)	F7	F7	227500	13q34	Cardiovascular	
1999	1054	Myocardial infarction susceptibility (3)	APOE	APOE, AD2	107741	19q13.2	Cardiovascular	
2000	1054	Myocardial infarction, susceptibility to (3)	ACE	ACE, DCP1, ACE1	106180	17q23	Cardiovascular	
2001	1054	Myocardial infarction, susceptibility to (3)	ALOX5AP	ALOX5AP, FLAP	603700	13q12	Cardiovascular	
2002	1054	Myocardial infarction, susceptibility to (3)	LGALS2	LGALS2	150571	22q13.1	Cardiovascular	
2003	1054	Myocardial infarction, susceptibility to (3)	LTA	LTA, TNFB	153440	6p21.3	Cardiovascular	
2004	1054	Myocardial infarction, susceptibility to (3)	OLR1	OLR1, LOX1	602601	12p13-p12	Cardiovascular	
2005	1054	Myocardial infarction, susceptibility to (3)	THBD	THBD, THRM	188040	20p11.2	Cardiovascular	
2006	1054	Myocardial infarction, susceptibility to, 608446 (3)	GCLM	GCLM, GLCLR	601176	1p22.1	Cardiovascular	608446
2007	1054	Myocardial infarction, susceptibility to, 608446 (3)	TNFSF4	TNFSF4, GP34, OX4OL	603594	1q25	Cardiovascular	608446
2008	1055	Myoclonic epilepsy, juvenile, 1, 254770 (3)	EFHC1	EFHC1, FLJ10466, EJM1	608815	6p12-p11	Neurological	254770
2009	1055	Myoclonic epilepsy, severe, of infancy, 607208 (3)	GABRG2	GABRG2, GEFSP3, CAE2, ECA2	137164	5q31.1-q33.1	Neurological	607208
2065	1091	Neuroblastoma, 256700 (3)	PMX2B	PMX2B, NBPHOX, PHOX2B	603851	4p12	Cancer	256700
2010	1055	Myoclonic epilepsy with mental retardation and spasticity, 300432 (3)	ARX	ARX, ISSX, PRTS, MRXS1, MRX36, MRX54	300382	Xp22.13	Neurological	300432
2011	1056	Myoglobinuria/hemolysis due to PGK deficiency (3)	PGK1	PGK1, PGKA	311800	Xq13	Metabolic	
2012	1057	Myokymia with neonatal epilepsy, 606437 (3)	KCNQ2	KCNQ2, EBN1	602235	20q13.3	Neurological	606437
2013	1058	Myoneurogastrointestinal encephalomyopathy syndrome, 603041 (3)	ECGF1	ECGF1	131222	22q13.32-qter	multiple	603041
2014	1059	Myopathy, actin, congenital, with cores (3)	ACTA1	ACTA1, ASMA, NEM3, NEM1	102610	1q42.1	Muscular	
2015	1059	Myopathy, actin, congenital, with excess of thin myofilaments, 161800 (3)	ACTA1	ACTA1, ASMA, NEM3, NEM1	102610	1q42.1	Muscular	161800
2016	1059	Myopathy, cardioskeletal, desmin-related, with cataract, 608810 (3)	CRYAB	CRYAB, CRYA2, CTPP2	123590	11q22.3-q23.1	Muscular	608810
2017	1059	Myopathy, centronuclear, 160150 (3)	MYF6	MYF6	159991	12q21	Muscular	160150
2018	1059	Myopathy, congenital (3)	ITGA7	ITGA7	600536	12q13	Muscular	
2019	1059	Myopathy, desmin-related, cardioskeletal, 601419 (3)	DES	DES, CMD1I	125660	2q35	Muscular	601419
2020	1059	Myopathy, distal, with anterior tibial onset, 606768 (3)	DYSF	DYSF, LGMD2B	603009	2p13.3-p13.1	Muscular	606768
2021	1059	Myopathy, distal, with decreased caveolin 3 (3)	CAV3	CAV3, LGMD1C	601253	3p25	Muscular	3
2022	1059	Myopathy due to CPT II deficiency, 255110 (3)	CPT2	CPT2	600650	1p32	Muscular	255110
2023	1059	Myopathy due to phosphoglycerate mutase deficiency (3)	PGAM2	PGAM2, PGAMM	261670	7p13-p12.3	Muscular	
2024	1059	Myopathy, Laing distal, 160500 (3)	MYH7	MYH7, CMH1, MPD1	160760	14q12	Muscular	160500
2025	1059	Myopathy, myosin storage, 608358 (3)	MYH7	MYH7, CMH1, MPD1	160760	14q12	Muscular	608358
2026	1059	Myopathy, nemaline, 3, 161800 (3)	ACTA1	ACTA1, ASMA, NEM3, NEM1	102610	1q42.1	Muscular	161800
2027	1061	Myotilinopathy, 609200 (3)	TTID	TTID, MYOT	604103	5q31	Muscular	609200
2028	1062	Myotonia congenita, atypical, acetazolamide-responsive, 608390 (3)	SCN4A	SCN4A, HYPP, NAC1A	603967	17q23.1-q25.3	Muscular	608390
2029	1062	Myotonia congenita, dominant, 160800 (3)	CLCN1	CLCN1	118425	7q35	Muscular	160800
2030	1062	Myotonia congenita, recessive, 255700 (3)	CLCN1	CLCN1	118425	7q35	Muscular	255700
2031	1062	Myotonia levior, recessive (3)	CLCN1	CLCN1	118425	7q35	Muscular	
2032	1063	Myotonic dystrophy, 160900 (3)	DMPK	DMPK, DM, DMK	605377	19q13.2-q13.3	Muscular	160900
2033	1063	Myotonic dystrophy, type 2, 602668 (3)	ZNF9	ZNF9, CNBP1, DM2, PROMM	116955	3q13.3-q24	Muscular	602668
2034	1064	Myotubular myopathy, X-linked, 310400 (3)	MTM1	MTM1, MTMX	300415	Xq28	Muscular	310400
2035	1065	Myxoid liposarcoma (3)	DDIT3	DDIT3, GADD153, CHOP10	126337	12q13.1-q13.2	Cancer	
2036	1066	Myxoma, intracardiac, 255960 (3)	PRKAR1A	PRKAR1A, TSE1, CNC1, CAR	188830	17q23-q24	Cardiovascular	255960
2037	1067	N-acetylglutamate synthase deficiency, 237310 (3)	NAGS	NAGS	608300	17q21.31	Metabolic	237310
2038	1070	Nail-patella syndrome, 161200 (3)	LMX1B	LMX1B, NPS1	602575	9q34.1	multiple	161200
2039	1070	Nail-patella syndrome with open-angle glaucoma, 137750 (3)	LMX1B	LMX1B, NPS1	602575	9q34.1	multiple	137750
2040	1071	Nance-Horan syndrome, 302350 (3)	NHS	NHS	300457	Xp22.13	Ophthamological	302350
2041	1073	Narcolepsy, 161400 (3)	HCRT	HCRT, OX	602358	17q21	Psychiatric	161400
2042	1074	Nasopharyngeal carcinoma, 161550 (3)	TP53	TP53, P53, LFS1	191170	17p13.1	Cancer	161550
2043	1075	Nasu-Hakola disease, 221770 (3)	TREM2	TREM2	605086	6p21.2	Bone	221770
2044	1075	Nasu-Hakola disease, 221770 (3)	TYROBP	TYROBP, PLOSL, DAP12	604142	19q13.1	Bone	221770
2045	1077	Naxos disease, 601214 (3)	JUP	JUP, DP3, PDGB	173325	17q21	multiple	601214
2046	1078	Nemaline myopathy, 161800 (3)	TPM2	TPM2, TMSB, AMCD1, DA1	190990	9p13.2-p13.1	Muscular	161800
2047	1078	Nemaline myopathy 1, autosomal dominant, 161800 (3)	TPM3	TPM3, NEM1	191030	1q22-q23	Muscular	161800
2048	1078	Nemaline myopathy 2, autosomal recessive, 256030 (3)	NEB	NEB, NEM2	161650	2q22	Muscular	256030
2049	1078	Nemaline myopathy, Amish type, 605355 (3)	TNNT1	TNNT1, ANM	191041	19q13.4	Muscular	605355
2050	3079	Neonatal ichthyosis-sclerosing cholangitis syndrome, 607626 (3)	CLDN1	CLDN1, SEMP1	603718	3q28-q29	multiple	607626
2051	1080	Nephrogenic syndrome of inappropriate antidiuresis, 300539 (3)	AVPR2	AVPR2, DIR, DI1, ADHR	300538	Xq28	Renal	300539
2052	1081	Nephrolithiasis, type I, 310468 (3)	CLCN5	CLCN5, CLCK2, NPHL2, DENTS	300008	Xp11.22	Renal	310468
2053	1081	Nephrolithiasis, uric acid, susceptibility to, 605990 (3)	ZNF365	ZNF365, UAN	607818	10q21.2	Renal	605990
2054	1082	Nephronophthisis 2, infantile, 602088 (3)	INVS	INVS, INV, NPHP2, NPH2	243305	9q31	Renal	602088
2055	1082	Nephronophthisis 4, 606966 (3)	NPHP4	NPHP4, SLSN4	607215	1p36	Renal	606966
2056	1082	Nephronophthisis, adolescent, 604387 (3)	NPHP3	NPHP3, NPH3	608002	3q22	Renal	604387
2057	1082	Nephronophthisis, juvenile, 256100 (3)	NPHP1	NPHP1, NPH1, SLSN1	607100	2q13	Renal	256100
2058	1084	Nephropathy, chronic hypocomplementemic (3)	HF1	HF1, CFH, HUS	134370	1q32	Renal	
2059	1085	Nephropathy with pretibial epidermolysis bullosa and deafness, 609057 (3)	CD151	CD151, PETA3, SFA1	602243	11p15.5	Renal	609057
2060	1087	Nephrosis-1, congenital, Finnish type, 256300 (3)	NPHS1	NPHS1, NPHN	602716	19q13.1	Renal	256300
2061	1087	Nephrotic syndrome, steroid-resistant, 600995 (3)	PDCN	PDCN, NPHS2, SRN1	604766	1q25-q31	Renal	600995
2062	1088	Netherton syndrome, 256500 (3)	SPINK5	SPINK5, LEKTI	605010	5q32	Dermatological	256500
2063	1090	Neural tube defects, maternal risk of, 601634 (3)	MTHFD	MTHFD, MTHFC	172460	14q24	Developmental	601634
2064	1091	Neuroblastoma, 256700 (3)	NME1	NME1, NM23	156490	17q21.3	Cancer	256700
2066	1092	Neurodegeneration, pantothenate kinase-associated, 234200 (3)	PANK2	PANK2, NBIA1, PKAN, HARP	606157	20p13-p12.3	Neurological	234200
2067	1093	Neuroectodermal tumors, supratentorial primitive, with cafe-au-lait spots, 608623 (3)	PMS2	PMS2, PMSL2, HNPCC4	600259	7p22	multiple	608623
2068	1095	Neurofibromatosis, familial spinal, 162210 (3)	NF1	NF1, VRNF, WSS, NFNS	162200	17q11.2	Cancer	162210
2069	1096	Neurofibromatosis-Noonan syndrome, 601321 (3)	NF1	NF1, VRNF, WSS, NFNS	162200	17q11.2	Cancer	601321
2070	1097	Neurofibromatosis, type 1 (3)	NF1	NF1, VRNF, WSS, NFNS	162200	17q11.2	Cancer	1
2071	1097	Neurofibromatosis, type 2, 101000 (3)	NF2	NF2	607379	22q12.2	Cancer	101000
2072	1097	Neurofibromatosis, type I, with leukemia, 162200 (3)	MSH2	MSH2, COCA1, FCC1, HNPCC1	609309	2p22-p21	Cancer	162200
2073	1098	Neurofibrosarcoma (3)	MXI1	MXI1	600020	10q25	Cancer	
